[Script generated by: Final Fantasy 3us Multi Editor, Coded by Lord J]
[FF3usME version: 6.8.0]
[File version: 1.00]
[Section: Monster Battle Scripts]

[script #0]    ; orig idx=0, "Guard", nb. bytes=6
F9 01 00 00    ; VAR000 set bit: 0
FE             ; End If and reset targeting
FC 02 0E 0F    ; If monster has been attacked by spell: <MB>Holy or <MB>Flare, will target attacker
F1 47          ; Targeting: use normal targeting
DF             ; Meteo
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 EE FE FE    ; Rand. spell: Battle or Nothing or Nothing
FF             ; End

[script #282]  ; orig idx=282, "Kefka", nb. bytes=53
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
FB 07 36       ; Target self becomes untargetable
F9 01 24 00    ; VAR036 set bit: 0
FE             ; End If and reset targeting
FC 1B D7 01    ; If monster is in formation #471
FC 13 01 01    ; If 1 monster(s) or less remain
F2 90 00 82    ; Call form. #512 (Hit, Tiger, Tools, Magic), gets max HP
FE             ; End If and reset targeting
FC 1B 00 02    ; If monster is in formation #512
FC 13 01 01    ; If 1 monster(s) or less remain
F2 90 01 82    ; Call form. #513 (Girl, Sleep), gets max HP
FE             ; End If and reset targeting
FC 1B 01 02    ; If monster is in formation #513
FC 13 01 01    ; If 1 monster(s) or less remain
F2 8F 02 82    ; Call form. #514 (Kefka), gets max HP
FE             ; End If and reset targeting
FF             ; End first wave of attack
FF             ; End

[script #283]  ; orig idx=283, "Tentacle", nb. bytes=109
FC 14 24 07    ; If VAR036 has all the following bit set: 7
FC 0B 1E 00    ; If timer has reached/passed 30 (locks timer)
DB             ; Discard
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FC 08 48 12    ; If target ally #1 is affected by status Slow
C8             ; Seize
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FC 08 49 12    ; If target ally #2 is affected by status Slow
C8             ; Seize
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FC 08 4A 12    ; If target ally #3 is affected by status Slow
C8             ; Seize
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FC 08 4B 12    ; If target ally #4 is affected by status Slow
C8             ; Seize
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FB 00 00       ; has battle timer set to 0
F0 EF 03 EF    ; Rand. spell: Special or <MB>Poison or Special
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
FB 00 00       ; has battle timer set to 0
F0 B0 B0 EF    ; Rand. spell: Entwine or Entwine or Special
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
FB 00 00       ; has battle timer set to 0
F0 EE 08 EF    ; Rand. spell: Battle or <MB>Bio or Special
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
FB 00 00       ; has battle timer set to 0
F0 03 EF B0    ; Rand. spell: <MB>Poison or Special or Entwine
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
FC 14 24 07    ; If VAR036 has all the following bit set: 7
DB             ; Discard
FE             ; End If and reset targeting
FC 15 24 07    ; If VAR036 has all the following bit cleared: 7
FC 05 00 00    ; If monster has been attacked
F0 EE FE FE    ; Rand. spell: Battle or Nothing or Nothing
FF             ; End

[script #284]  ; orig idx=284, "Dullahan", nb. bytes=117
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
98             ; L? Pearl
F9 01 24 00    ; VAR036 set bit: 0
FE             ; End If and reset targeting
FC 15 24 02    ; If VAR036 has all the following bit cleared: 2
FC 06 36 50    ; If target self has less or equal than 10240 HP
F1 36          ; Targeting: self
2E             ; <MW>Cura
F9 01 24 02    ; VAR036 set bit: 2
FE             ; End If and reset targeting
FC 0D 01 08    ; If variable VAR001 is greater than or equal to 8
F0 C5 EF FE    ; Rand. spell: N. Cross or Special or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 06 EF FE    ; Rand. spell: <MB>Blizra or Special or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 98 FE BB    ; Rand. spell: L? Pearl or Nothing or Absolute 0
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 06 BB FE    ; Rand. spell: <MB>Blizra or Absolute 0 or Nothing
F8 01 00       ; Set VAR001 to 0
FE             ; End If and reset targeting
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 08 43 17    ; If target allies is affected by status Reflect
97             ; Reflect???
F9 01 24 01    ; VAR036 set bit: 1
FE             ; End If and reset targeting
F0 0A 06 FE    ; Rand. spell: <MB>Blizga or <MB>Blizra or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 0A FE 0E    ; Rand. spell: <MB>Blizga or Nothing or <MB>Holy
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 0E 06 FE    ; Rand. spell: <MB>Holy or <MB>Blizra or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 FE 06 0E    ; Rand. spell: Nothing or <MB>Blizra or <MB>Holy
F9 02 24 01    ; VAR036 clear bit: 1
F9 02 24 02    ; VAR036 clear bit: 2
FE             ; End If and reset targeting
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE FE EE    ; Rand. spell: Nothing or Nothing or Battle
F8 01 81       ; 1 added to VAR001
FF             ; End

[script #285]  ; orig idx=285, "Doom Gaze", nb. bytes=51
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
94             ; L.5 Doom
F9 01 24 00    ; VAR036 set bit: 0
FE             ; End If and reset targeting
F1 47          ; Targeting: use normal targeting
F0 EE 0D 0A    ; Rand. spell: Battle or <MB>Death or <MB>Blizga
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 0D 8F 8F    ; Rand. spell: <MB>Death or Aero or Aero
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 36          ; Targeting: self
F0 FE C2 C2    ; Rand. spell: Nothing or Escape or Escape
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F9 01 0D 00    ; VAR013 set bit: 0
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE EE FE    ; Rand. spell: Nothing or Battle or Nothing
FF             ; End

[script #286]  ; orig idx=286, "Chadarnook", nb. bytes=87
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
F3 5F 00       ; Text: " have her!<D> "
F9 01 24 00    ; VAR036 set bit: 0
FE             ; End If and reset targeting
FC 0D 03 01    ; If variable VAR003 is greater than or equal to 1
F0 EE EE CE    ; Rand. spell: Battle or Battle or Charm
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE EF A8    ; Rand. spell: Battle or Special or Lullaby
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE EE EF    ; Rand. spell: Battle or Battle or Special
F8 03 00       ; Set VAR003 to 0
F5 0E 02 02    ; Monsters #2 , if hidden, brought in without affecting their HP, in light & flashes
F5 0E 01 01    ; Monsters #1 are killed, in light & flashes
FE             ; End If and reset targeting
FC 0D 03 00    ; If variable VAR003 is greater than or equal to 0
F0 EE CE EE    ; Rand. spell: Battle or Charm or Battle
F8 03 00       ; Set VAR003 to 0
F5 0E 02 02    ; Monsters #2 , if hidden, brought in without affecting their HP, in light & flashes
F5 0E 01 01    ; Monsters #1 are killed, in light & flashes
FE             ; End If and reset targeting
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 08 03 01    ; Monsters #1 are hidden and their HP restored, from top
F5 09 00 01    ; Monsters #1 , if hidden/dead, brought in with their HP restored, from bottom
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F1 47          ; Targeting: use normal targeting
F0 FE EE E1    ; Rand. spell: Nothing or Battle or Phantasm
FF             ; End

[script #287]  ; orig idx=287, "Curley", nb. bytes=106
FC 11 07 00    ; If following monster is/are alive: #1, #2, #3
FC 16 1E 00    ; If the global battle timer is greater than 30
FB 04 00       ; Sets global battle timer to 0
F1 44          ; Targeting: random ally
AF             ; Delta Hit
FE             ; End If and reset targeting
FC 0D 03 04    ; If variable VAR003 is greater than or equal to 4
FC 09 36 17    ; If target self is not affected by status Reflect
F8 03 00       ; Set VAR003 to 0
F1 36          ; Targeting: self
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 36 17    ; If target self is affected by status Reflect
F1 36          ; Targeting: self
F0 05 09 09    ; Rand. spell: <MB>Fira or <MB>Firaga or <MB>Firaga
FE             ; End If and reset targeting
FC 12 02 00    ; If following monster is/are dead: #2
F1 31          ; Targeting: monster #2 (random ally if N/A)
31             ; <MW>Arise
FE             ; End If and reset targeting
FC 12 04 00    ; If following monster is/are dead: #3
F1 32          ; Targeting: monster #3 (random ally if N/A)
31             ; <MW>Arise
FE             ; End If and reset targeting
FC 13 01 02    ; If 2 monster(s) or less remain
F0 05 09 09    ; Rand. spell: <MB>Fira or <MB>Firaga or <MB>Firaga
FE             ; End If and reset targeting
F0 19 FE 93    ; Rand. spell: <MG>Slow or Nothing or Pearl Wind
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 1B 19 FE    ; Rand. spell: <MG>Mute or <MG>Slow or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 20 1B FE    ; Rand. spell: <MG>Stop or <MG>Mute or Nothing
FF             ; End first wave of attack
FC 01 02 02    ; If monster has been attacked by cmd: Magic or Magic, will target attacker
F8 03 81       ; 1 added to VAR003
F1 11          ; Targeting: allies (???, Larry, Curly & Moe)
F0 FE FE 05    ; Rand. spell: Nothing or Nothing or <MB>Fira
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F1 11          ; Targeting: allies (???, Larry, Curly & Moe)
F0 FE 05 FE    ; Rand. spell: Nothing or <MB>Fira or Nothing
FF             ; End

[script #288]  ; orig idx=288, "Larry", nb. bytes=165
FC 11 07 00    ; If following monster is/are alive: #1, #2, #3
FC 16 1E 00    ; If the global battle timer is greater than 30
FB 04 00       ; Sets global battle timer to 0
F1 44          ; Targeting: random ally
AF             ; Delta Hit
FE             ; End If and reset targeting
FC 0D 03 04    ; If variable VAR003 is greater than or equal to 4
FC 09 36 17    ; If target self is not affected by status Reflect
F8 03 00       ; Set VAR003 to 0
F1 36          ; Targeting: self
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 36 17    ; If target self is affected by status Reflect
F1 36          ; Targeting: self
F0 06 0A 0A    ; Rand. spell: <MB>Blizra or <MB>Blizga or <MB>Blizga
FE             ; End If and reset targeting
FC 14 24 00    ; If VAR036 has all the following bit set: 0
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 0B 1E 00    ; If timer has reached/passed 30 (locks timer)
F9 01 24 01    ; VAR036 set bit: 1
F9 01 24 02    ; VAR036 set bit: 2
F9 02 24 00    ; VAR036 clear bit: 0
F3 64 00       ; Text: " Larry came back<D>"
F5 02 00 02    ; Monsters #2 , if hidden/dead, brought in with their HP restored, jumps in
FE             ; End If and reset targeting
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
FC 15 24 02    ; If VAR036 has all the following bit cleared: 2
FC 13 01 02    ; If 2 monster(s) or less remain
FC 0D 02 04    ; If variable VAR002 is greater than or equal to 4
F8 02 00       ; Set VAR002 to 0
F3 5B 00       ; Text: " Larry ran away<D>"
F9 01 24 00    ; VAR036 set bit: 0
FB 00 00       ; has battle timer set to 0
F5 02 03 02    ; Monsters #2 are hidden and their HP restored, jumps in
FE             ; End If and reset targeting
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
FC 13 01 02    ; If 2 monster(s) or less remain
F0 06 FE 0A    ; Rand. spell: <MB>Blizra or Nothing or <MB>Blizga
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 06 FE 0A    ; Rand. spell: <MB>Blizra or Nothing or <MB>Blizga
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 FE 06 06    ; Rand. spell: Nothing or <MB>Blizra or <MB>Blizra
FE             ; End If and reset targeting
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
EE             ; Battle
FF             ; End first wave of attack
FC 13 01 02    ; If 2 monster(s) or less remain
FC 05 00 00    ; If monster has been attacked
F1 11          ; Targeting: allies (???, Larry, Curly & Moe)
F0 FE 06 FE    ; Rand. spell: Nothing or <MB>Blizra or Nothing
F8 02 81       ; 1 added to VAR002
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F1 11          ; Targeting: allies (???, Larry, Curly & Moe)
F0 FE 06 FE    ; Rand. spell: Nothing or <MB>Blizra or Nothing
FF             ; End

[script #289]  ; orig idx=289, "Moe", nb. bytes=95
FC 11 07 00    ; If following monster is/are alive: #1, #2, #3
FC 16 1E 00    ; If the global battle timer is greater than 30
FB 04 00       ; Sets global battle timer to 0
F1 44          ; Targeting: random ally
AF             ; Delta Hit
FE             ; End If and reset targeting
FC 0D 03 04    ; If variable VAR003 is greater than or equal to 4
FC 09 36 17    ; If target self is not affected by status Reflect
F8 03 00       ; Set VAR003 to 0
F1 36          ; Targeting: self
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 36 17    ; If target self is affected by status Reflect
F1 36          ; Targeting: self
F0 07 0B 0B    ; Rand. spell: <MB>Thunra or <MB>Thunga or <MB>Thunga
FE             ; End If and reset targeting
FC 13 01 02    ; If 2 monster(s) or less remain
F0 07 FE FE    ; Rand. spell: <MB>Thunra or Nothing or Nothing
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
